index	iid	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	Group Label	Version ID	Master ID	Publication	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990Â¬Â±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Locality	Country	Lat.	Long.	Data source	Coverage on autosomal targets	SNPs hit on autosomal targets	Sex	Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, ""QUESTIONABLE"" for 0.01-0.03, and recorded but passed if 0.03-0.05; libraries with fully-treated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.03, ""QUESTIONABLE"" if 0.03-0.06, and recorded but passed if 0.06-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"	Skeletal code	Skeletal element	Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing: GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]	Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)	Date BP	Date BP (SE)	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Age at Death Estimate	Group ID	No. Libraries	SNPs	Mean length of shotgun sequences (merged data)	Family ID and position within family	Y haplogroup	Y haplogroup (manual curation in terminal mutation format)	Y haplogroup (manual curation in ISOGG format)	mtDNA coverage (merged data)	mtDNA haplogroup	mtDNA match to consensus if ≥2 coverage (merged data)	Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)	Sex ratio [Y/(Y+X) counts] (merged data)	Xcontam ANGSD SNPs (only if male)	Xcontam ANGSD MOM point estimate (only if male and ≥200)	Xcontam ANGSD MOM Z-score (only if male and ≥200)	Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and ≥200)	contamLD est	contamLD s.e.	contamLD warning	contamLD s.e..1	LibraryID(s)	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"	Steppe	WHG	Farmer	Steppe(SE)	WHG(SE)	Farmer(SE)
43	MOE-450	0.0339	-0.0219	0.0391	0.0066	0.0007	0.003	-0.0059	0.0013	0.0009	0.0021	Mordovian	MOE-450	MOE-450	JeongNatureEcologyEvolution2019	..	Mordovia Republic, Torbeevsky, Insarsky, Krasnoslobodsky districts	Russia	54.08	43.13	Balanovsky	..	585069	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Mordovian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
44	MOE-451	0.0378	-0.0233	0.0366	0.0064	0.0031	0.0048	0.0007	0.0015	0.0046	0.0043	Mordovian	MOE-451	MOE-451	JeongNatureEcologyEvolution2019	..	Mordovia Republic, Torbeevsky, Insarsky, Krasnoslobodsky districts	Russia	54.08	43.13	Balanovsky	..	584958	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Mordovian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
45	MOE-452	0.0339	-0.0243	0.0391	0.0092	0.0014	0.0061	-0.0026	-0.0028	0.0055	0.0002	Mordovian	MOE-452	MOE-452	JeongNatureEcologyEvolution2019	..	Mordovia Republic, Torbeevsky, Insarsky, Krasnoslobodsky districts	Russia	54.08	43.13	Balanovsky	..	585079	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Mordovian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
46	MOE-455	0.0352	-0.0245	0.0475	0.0071	0.0013	0.0055	-0.008	-0.0003	0.0074	-0.0026	Mordovian	MOE-455	MOE-455	JeongNatureEcologyEvolution2019	..	Mordovia Republic, Torbeevsky, Insarsky, Krasnoslobodsky districts	Russia	54.08	43.13	Balanovsky	..	585101	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Mordovian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
47	MOE-475	0.0367	-0.0224	0.0406	-0.0016	0.0013	0.0061	-0.0045	-0.0046	0.0022	0.0027	Mordovian	MOE-475	MOE-475	JeongNatureEcologyEvolution2019	..	Mordovia Republic, Lukoyanovsky, Ardatovsky, Chamzinsky,  Ichkalovsky districts	Russia	55.08	44.16	Balanovsky	..	584673	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Mordovian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
48	MOE-485	0.0363	-0.0224	0.044	0.0063	0.0036	0.0015	-0.0027	0.0007	-0.0005	0.0022	Mordovian	MOE-485	MOE-485	JeongNatureEcologyEvolution2019	..	Mordovia Republic, Lukoyanovsky, Ardatovsky, Chamzinsky,  Ichkalovsky districts	Russia	55.08	44.16	Balanovsky	..	584995	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Mordovian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
49	MOE-491	0.0335	-0.0253	0.039	0.0045	0.0013	0.0003	-0.0036	-0.0021	0.0002	-0.001	Mordovian	MOE-491	MOE-491	JeongNatureEcologyEvolution2019	..	Mordovia Republic, Lukoyanovsky, Ardatovsky, Chamzinsky,  Ichkalovsky districts	Russia	55.08	44.16	Balanovsky	..	584697	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Mordovian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
50	MOE-492	0.0368	-0.0287	0.0443	0.0072	0.0047	0.0083	-0.0023	0.0005	0.0088	-0.0064	Mordovian	MOE-492	MOE-492	JeongNatureEcologyEvolution2019	..	Mordovia Republic, Lukoyanovsky, Ardatovsky, Chamzinsky,  Ichkalovsky districts	Russia	55.08	44.16	Balanovsky	..	584866	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Mordovian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
51	MOE-495	0.0349	-0.0192	0.0377	0.0063	0.0027	0.0006	-0.0035	-0.003	0.0069	0.0027	Mordovian	MOE-495	MOE-495	JeongNatureEcologyEvolution2019	..	Mordovia Republic, Lukoyanovsky, Ardatovsky, Chamzinsky,  Ichkalovsky districts	Russia	55.08	44.16	Balanovsky	..	584695	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Mordovian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
52	MOE-497	0.035	-0.0251	0.0394	0.0029	0.0029	0.0008	-0.0074	0.0017	0.0051	-0.0004	Mordovian	MOE-497	MOE-497	JeongNatureEcologyEvolution2019	..	Mordovia Republic, Lukoyanovsky, Ardatovsky, Chamzinsky,  Ichkalovsky districts	Russia	55.08	44.16	Balanovsky	..	585075	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Mordovian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
53	OCE-058	-0.0133	-0.0572	-0.0152	-0.0103	-0.0035	-0.0059	0.0117	0.004	-0.0029	0.0028	Ossetian	OCE-058	OCE-058	JeongNatureEcologyEvolution2019	..	North Ossetia Republic	Russia	43.12	43.55	Balanovsky	..	584368	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Ossetian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
54	OCE-155	-0.0102	-0.0548	-0.0178	-0.0054	-0.0068	-0.0106	0.0104	0.0005	-0.0064	0.0004	Ossetian	OCE-155	OCE-155	JeongNatureEcologyEvolution2019	..	North Ossetia Republic	Russia	43.12	43.55	Balanovsky	..	584989	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Ossetian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
55	OCE-160	-0.0145	-0.0543	-0.0144	-0.0141	-0.0072	-0.0114	0.0022	0.0023	-0.0025	-0.0073	Ossetian	OCE-160	OCE-160	JeongNatureEcologyEvolution2019	..	North Ossetia Republic	Russia	43.12	43.55	Balanovsky	..	584550	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Ossetian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
56	OCE-161	-0.0109	-0.0505	-0.0202	-0.0079	-0.006	-0.0093	0.0074	-0.0002	-0.0081	0.002	Ossetian	OCE-161	OCE-161	JeongNatureEcologyEvolution2019	..	North Ossetia Republic	Russia	43.12	43.55	Balanovsky	..	584539	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Ossetian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
57	OCE-195	-0.0141	-0.0552	-0.0183	-0.0113	-0.0082	-0.0062	0.0078	0.0025	-0.0083	-0.004	Ossetian	OCE-195	OCE-195	JeongNatureEcologyEvolution2019	..	North Ossetia Republic	Russia	43.12	43.55	Balanovsky	..	584955	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Ossetian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
58	OCE-224	-0.015	-0.0586	-0.0167	-0.01	-0.0078	-0.0049	0.0098	0.0024	-0.0051	0.0023	Ossetian	OCE-224	OCE-224	JeongNatureEcologyEvolution2019	..	North Ossetia Republic	Russia	43.12	43.55	Balanovsky	..	580267	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Ossetian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
59	Rbgp-200	0.0336	-0.0106	0.0227	-0.0004	0.0004	0.0038	-0.0025	-0.0014	0.0041	0.002	Russian	Rbgp-200	Rbgp-200	JeongNatureEcologyEvolution2019	..	Belgorod region, Krasnensky, Prohorovsky, Yakovlevsky districts	Russia	50.78	36.48	Balanovsky	..	584157	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
60	Rbgp-201	0.0344	-0.0106	0.0306	0.0044	0.005	0.0082	-0.0032	-0.001	0.0057	-0.0018	Russian	Rbgp-201	Rbgp-201	JeongNatureEcologyEvolution2019	..	Belgorod region, Krasnensky, Prohorovsky, Yakovlevsky districts	Russia	50.78	36.48	Balanovsky	..	582733	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
61	Rbgp-203	0.0304	-0.0105	0.0183	0.0016	-0.0007	0.0056	-0.0048	-0.0025	-0.003	0.0033	Russian	Rbgp-203	Rbgp-203	JeongNatureEcologyEvolution2019	..	Belgorod region, Krasnensky, Prohorovsky, Yakovlevsky districts	Russia	50.78	36.48	Balanovsky	..	583945	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
62	Rbgp-205	0.0354	-0.0096	0.0281	-0.0014	-0.0027	0.0032	-0.0056	-0.0008	0.0007	0.002	Russian	Rbgp-205	Rbgp-205	JeongNatureEcologyEvolution2019	..	Belgorod region, Krasnensky, Prohorovsky, Yakovlevsky districts	Russia	50.78	36.48	Balanovsky	..	584005	U	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
63	Rkbo-12	0.037	-0.0119	0.0346	0.003	0.0004	-0.001	-0.0049	-0.0031	0.0033	-0.0011	Russian	Rkbo-12	Rkbo-12	JeongNatureEcologyEvolution2019	..	Kaluga region, Baryatinsky, Borovsky districts	Russia	54.31	34.53	Balanovsky	..	584397	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
64	Rkbo-16	0.036	-0.0149	0.0274	-0.0007	-0.0029	0.0022	-0.0051	-0.0003	-0.0004	0.0027	Russian	Rkbo-16	Rkbo-16	JeongNatureEcologyEvolution2019	..	Kaluga region, Baryatinsky, Borovsky districts	Russia	54.31	34.53	Balanovsky	..	584704	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
65	Rkbo-44	0.0364	-0.0106	0.0283	0.0057	0.0055	0.0057	-0.0085	0.0014	0.0056	0.0076	Russian	Rkbo-44	Rkbo-44	JeongNatureEcologyEvolution2019	..	Kaluga region, Baryatinsky, Borovsky districts	Russia	54.31	34.53	Balanovsky	..	584186	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
66	Rkbo-58	0.0373	-0.01	0.0335	-0.0003	0.0018	0.0071	0.0018	0.0014	0.006	0.0043	Russian	Rkbo-58	Rkbo-58	JeongNatureEcologyEvolution2019	..	Kaluga region, Baryatinsky, Borovsky districts	Russia	54.31	34.53	Balanovsky	..	583187	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
67	Rksh-402	0.0367	-0.0227	0.0357	0.0035	-0.0031	0.0028	-0.0044	-0.009	0.0016	0.0002	Russian	Rksh-402	Rksh-402	JeongNatureEcologyEvolution2019	..	Tver region, Kashin district	Russia	57.36	37.61	Balanovsky	..	581345	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
68	Rksh-405	0.0345	-0.0139	0.0449	0.014	0.0072	0.0062	-0.0095	-0.0069	0.0035	0.0028	Russian	Rksh-405	Rksh-405	JeongNatureEcologyEvolution2019	..	Tver region, Kashin district	Russia	57.36	37.61	Balanovsky	..	574876	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
69	Rksh-407	0.035	-0.021	0.0648	0.0215	0.0159	0.0037	-0.0038	-0.0057	0.0099	0.0082	Russian	Rksh-407	Rksh-407	JeongNatureEcologyEvolution2019	..	Tver region, Kashin district	Russia	57.36	37.61	Balanovsky	..	568105	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
70	Rksh-412	0.0372	-0.014	0.0333	0.0064	0.0031	0.0018	-0.001	-0.0008	0.0033	0.0007	Russian	Rksh-412	Rksh-412	JeongNatureEcologyEvolution2019	..	Tver region, Kashin district	Russia	57.36	37.61	Balanovsky	..	582888	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
71	Rkuch-03	0.0347	-0.01	0.0305	0.0008	0.0026	0.0015	-0.0011	-0.0048	0.0027	0.0009	Russian	Rkuch-03	Rkuch-03	JeongNatureEcologyEvolution2019	..	Kursk region, Pristensky and Cheremisinovsky districts	Russia	51.89	37.25	Balanovsky	..	583951	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
72	Rkuch-05	0.0381	-0.0135	0.0278	0.0067	0.0021	0.0009	-0.0051	-0.0031	0.0016	0.0077	Russian	Rkuch-05	Rkuch-05	JeongNatureEcologyEvolution2019	..	Kursk region, Pristensky and Cheremisinovsky districts	Russia	51.89	37.25	Balanovsky	..	583821	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
73	Rkuch-53	0.0305	-0.0116	0.0278	0.0087	0.0034	0.0025	-0.0054	0.0007	0.0026	0.002	Russian	Rkuch-53	Rkuch-53	JeongNatureEcologyEvolution2019	..	Kursk region, Pristensky and Cheremisinovsky districts	Russia	51.89	37.25	Balanovsky	..	581416	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
74	Rkuch-58	0.0346	-0.0111	0.0278	0.0049	0.006	0.002	-0.004	-0.0006	0.002	0.0038	Russian	Rkuch-58	Rkuch-58	JeongNatureEcologyEvolution2019	..	Kursk region, Pristensky and Cheremisinovsky districts	Russia	51.89	37.25	Balanovsky	..	584226	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
75	Rorl-102	0.0359	-0.0158	0.0395	0.0025	0.0034	0.005	-0.002	-0.0034	0.0053	0.0029	Russian	Rorl-102	Rorl-102	JeongNatureEcologyEvolution2019	..	Orel region, Livnensky and Bolhovsky districts	Russia	53.45	36	Balanovsky	..	582937	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
76	Rorl-110	0.0342	-0.0126	0.037	-0.0012	0.0031	0.0041	0.0003	-0.0046	-0.0004	-0.003	Russian	Rorl-110	Rorl-110	JeongNatureEcologyEvolution2019	..	Orel region, Livnensky and Bolhovsky districts	Russia	53.45	36	Balanovsky	..	581338	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
77	Rorl-114	0.0329	-0.0132	0.0282	0.0016	0.0028	0.0052	-0.0054	0.0008	0.0037	0.0002	Russian	Rorl-114	Rorl-114	JeongNatureEcologyEvolution2019	..	Orel region, Livnensky and Bolhovsky districts	Russia	53.45	36	Balanovsky	..	583645	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
78	Rorl-155	0.0335	-0.0116	0.0285	0.0083	0.0042	0.0081	-0.0056	-0.0055	0.0045	0.0025	Russian	Rorl-155	Rorl-155	JeongNatureEcologyEvolution2019	..	Orel region, Livnensky and Bolhovsky districts	Russia	53.45	36	Balanovsky	..	582241	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
79	Rps-002	0.0372	-0.0132	0.0335	0.0032	0.0068	0.0016	-0.0073	-0.0026	0.001	-0.0003	Russian	Rps-002	Rps-002	JeongNatureEcologyEvolution2019	..	Pskov region, Ostrov district	Russia	57.35	28.32	Balanovsky	..	581796	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
80	Rps-004	0.0415	-0.0113	0.0375	-0.0013	0.0006	0.0082	-0.01	-0.0012	0.0015	0.0055	Russian	Rps-004	Rps-004	JeongNatureEcologyEvolution2019	..	Pskov region, Ostrov district	Russia	57.35	28.32	Balanovsky	..	582609	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
81	Rps-006	0.0424	-0.0099	0.0447	0.0007	0.0077	0.0069	-0.0012	0.0025	0.005	0.002	Russian	Rps-006	Rps-006	JeongNatureEcologyEvolution2019	..	Pskov region, Ostrov district	Russia	57.35	28.32	Balanovsky	..	580943	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
82	Rps-012	0.04	-0.0084	0.0316	-0.0014	0.0051	0.0041	-0.0024	0.0046	0.0049	0.0039	Russian	Rps-012	Rps-012	JeongNatureEcologyEvolution2019	..	Pskov region, Ostrov district	Russia	57.35	28.32	Balanovsky	..	584586	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
83	Rps-090	0.0409	-0.0126	0.0495	0.0091	0.0067	0.0054	-0.0126	-0.0051	0.0063	0.0056	Russian	Rps-090	Rps-090	JeongNatureEcologyEvolution2019	..	Pskov region, Porkhov district	Russia	57.77	29.56	Balanovsky	..	576207	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
84	Rps-091	0.0354	-0.0093	0.0321	0.0043	0.0074	0.0041	-0.0032	-0.0016	0.0016	0.0004	Russian	Rps-091	Rps-091	JeongNatureEcologyEvolution2019	..	Pskov region, Porkhov district	Russia	57.77	29.56	Balanovsky	..	583489	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
85	Rps-098	0.0376	-0.0142	0.0391	0.0038	0.0038	0.002	-0.0055	-0.0054	0.0046	-0.004	Russian	Rps-098	Rps-098	JeongNatureEcologyEvolution2019	..	Pskov region, Porkhov district	Russia	57.77	29.56	Balanovsky	..	584452	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
86	Rrzm-08	0.0339	-0.0135	0.0272	0.001	0.0079	0.0006	-0.0071	0.0017	-0.0024	0.007	Russian	Rrzm-08	Rrzm-08	JeongNatureEcologyEvolution2019	..	Ryazan region, Mihailovsky district	Russia	54.23	39.03	Balanovsky	..	582731	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
87	Rrzm-10	0.0362	-0.0145	0.051	0.0159	0.0106	0.007	-0.0016	-0.0044	0.009	0.0087	Russian	Rrzm-10	Rrzm-10	JeongNatureEcologyEvolution2019	..	Ryazan region, Mihailovsky district	Russia	54.23	39.03	Balanovsky	..	571741	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
88	Rrzm-13	0.0334	-0.0205	0.0353	0.0052	0.0018	0.003	-0.0029	0.0002	0.0047	0.0008	Russian	Rrzm-13	Rrzm-13	JeongNatureEcologyEvolution2019	..	Ryazan region, Mihailovsky district	Russia	54.23	39.03	Balanovsky	..	584152	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
89	Rrzm-16	0.0353	-0.0157	0.0392	0.0125	0.0028	0.0077	-0.0073	0.0005	0.007	0.005	Russian	Rrzm-16	Rrzm-16	JeongNatureEcologyEvolution2019	..	Ryazan region, Mihailovsky district	Russia	54.23	39.03	Balanovsky	..	578012	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
90	Rrzm-83	0.0336	-0.0171	0.0283	0.0088	0.0025	0.0053	-0.0031	-0.0036	0.0043	0.002	Russian	Rrzm-83	Rrzm-83	JeongNatureEcologyEvolution2019	..	Ryazan region, Mihailovsky district	Russia	54.23	39.03	Balanovsky	..	584315	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
91	Rrzs-3	0.0374	-0.0125	0.0346	0.0053	0.0045	0.0016	-0.0059	-0.0008	0.0081	0.0003	Russian	Rrzs-3	Rrzs-3	JeongNatureEcologyEvolution2019	..	Ryazan region, Spassky district	Russia	54.4	40.53	Balanovsky	..	582085	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
92	Rrzs-7	0.0359	-0.0174	0.0345	0.0027	0.0053	0.0086	-0.0059	-0.0051	0.0064	-0.0031	Russian	Rrzs-7	Rrzs-7	JeongNatureEcologyEvolution2019	..	Ryazan region, Spassky district	Russia	54.4	40.53	Balanovsky	..	583802	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
93	Rrzs-11	0.0351	-0.0159	0.028	-0.0022	0.0047	0.0047	-0.0022	0.001	-0.0008	0.0073	Russian	Rrzs-11	Rrzs-11	JeongNatureEcologyEvolution2019	..	Ryazan region, Spassky district	Russia	54.4	40.53	Balanovsky	..	584238	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Russian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
